SCHOOL_YEAR	DATA_LEVEL	PUBLIC_OR_INDEPENDENT	DISTRICT_NUMBER	DISTRICT_NAME	SCHOOL_NUMBER	SCHOOL_NAME	EXAM_SUBJECT	GRADE	NUMBER_OF_EXAM_WRITERS	NUMBER_OF_C_MINUS_OR_BETTER	PERCENT_OF_C_MINUS_OR_BETTER
2006/2007	SCHOOL LEVEL	BC Public School	053	Okanagan Similkameen	05316004	Similkameen Elem-Secondary	Chemistry 12	12	11	10	91
2006/2007	SCHOOL LEVEL	BC Public School	054	Bulkley Valley	05454011	Houston Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	054	Bulkley Valley	05454013	Smithers Secondary	Chemistry 12	12	30	21	70
2006/2007	SCHOOL LEVEL	BC Public School	057	Prince George	05757012	Duchess Park Secondary	Chemistry 12	12	30	27	90
2006/2007	SCHOOL LEVEL	BC Public School	057	Prince George	05757036	Prince George Secondary School	Chemistry 12	12	54	40	74
2006/2007	SCHOOL LEVEL	BC Public School	057	Prince George	05757047	Kelly Road Secondary	Chemistry 12	12	46	40	87
2006/2007	SCHOOL LEVEL	BC Public School	057	Prince George	05757074	Valemount Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	057	Prince George	05757075	McBride Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	057	Prince George	05757079	Mackenzie Secondary	Chemistry 12	12	16	13	81
2006/2007	SCHOOL LEVEL	BC Public School	057	Prince George	05757100	D P Todd Secondary	Chemistry 12	12	37	31	84
2006/2007	SCHOOL LEVEL	BC Public School	057	Prince George	05757101	College Heights Secondary	Chemistry 12	12	26	17	65
2006/2007	SCHOOL LEVEL	BC Public School	058	Nicola-Similkameen	05817008	Princeton Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	058	Nicola-Similkameen	05831005	Merritt Secondary	Chemistry 12	12	11	9	82
2006/2007	SCHOOL LEVEL	BC Public School	058	Nicola-Similkameen	05898002	South Central Interior Distance Ed	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	059	Peace River South	05959008	South Peace Secondary	Chemistry 12	12	48	36	75
2006/2007	SCHOOL LEVEL	BC Public School	059	Peace River South	05959011	Chetwynd Secondary	Chemistry 12	12	12	7	58
2006/2007	SCHOOL LEVEL	BC Public School	059	Peace River South	05959027	Tumbler Ridge Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	059	Peace River South	05999102	South Peace Distributed Learning School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	060	Peace River North	06060015	North Peace Secondary	Chemistry 12	12	36	29	81
2006/2007	SCHOOL LEVEL	BC Public School	060	Peace River North	06060060	Hudson's Hope School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161000	Continuing Ed SD 61	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161018	Victoria High School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161024	Oak Bay Secondary	Chemistry 12	12	52	50	96
2006/2007	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161048	Esquimalt High School	Chemistry 12	12	25	23	92
2006/2007	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161049	Mount Douglas Secondary	Chemistry 12	12	105	103	98
2006/2007	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161057	Reynolds Secondary	Chemistry 12	12	42	42	100
2006/2007	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161063	Spectrum Community	Chemistry 12	12	35	33	94
2006/2007	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161064	Lambrick Park Secondary	Chemistry 12	12	53	45	85
2006/2007	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06199146	Home Learners' Link	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	062	Sooke	06262000	Westshore Centre for Learning & Training	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	062	Sooke	06262013	Belmont Secondary	Chemistry 12	12	67	63	94
2006/2007	SCHOOL LEVEL	BC Public School	062	Sooke	06262033	Edward Milne Community School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	063	Saanich	06363020	Stelly's Secondary School	Chemistry 12	12	83	76	92
2006/2007	SCHOOL LEVEL	BC Public School	063	Saanich	06363021	Claremont Secondary School	Chemistry 12	12	86	77	90
2006/2007	SCHOOL LEVEL	BC Public School	063	Saanich	06363022	Parkland Secondary School	Chemistry 12	12	45	39	87
2006/2007	SCHOOL LEVEL	BC Public School	063	Saanich	06398007	South Island Distance Education School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	064	Gulf Islands	06464010	Gulf Islands Secondary	Chemistry 12	12	30	29	97
2006/2007	SCHOOL LEVEL	BC Public School	067	Okanagan Skaha	06715002	Penticton Secondary	Chemistry 12	12	78	77	99
2006/2007	SCHOOL LEVEL	BC Public School	067	Okanagan Skaha	06715008	Princess Margaret Secondary	Chemistry 12	12	26	24	92
2006/2007	SCHOOL LEVEL	BC Public School	067	Okanagan Skaha	06777002	Summerland Secondary	Chemistry 12	12	29	28	97
2006/2007	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868001	Nanaimo District Secondary	Chemistry 12	12	32	30	94
2006/2007	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868002	Ladysmith Secondary	Chemistry 12	12	33	31	94
2006/2007	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868007	Cedar Community Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868010	Dover Bay Secondary	Chemistry 12	12	71	70	99
2006/2007	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868011	John Barsby Community School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868013	Woodlands Secondary	Chemistry 12	12	32	26	81
2006/2007	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868015	Wellington Secondary	Chemistry 12	12	22	17	77
2006/2007	SCHOOL LEVEL	BC Public School	069	Qualicum	06969012	Ecole Secondaire Ballenas Secondary	Chemistry 12	12	31	27	87
2006/2007	SCHOOL LEVEL	BC Public School	069	Qualicum	06969014	Kwalikum Secondary	Chemistry 12	12	38	36	95
2006/2007	SCHOOL LEVEL	BC Public School	070	Alberni	07070001	Alberni District Secondary	Chemistry 12	12	53	52	98
2006/2007	SCHOOL LEVEL	BC Public School	070	Alberni	07070005	Ucluelet Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	071	Comox Valley	07171040	Georges P Vanier Secondary	Chemistry 12	12	33	32	97
2006/2007	SCHOOL LEVEL	BC Public School	071	Comox Valley	07171041	Highland Secondary	Chemistry 12	12	38	35	92
2006/2007	SCHOOL LEVEL	BC Public School	071	Comox Valley	07171054	Mark R. Isfeld Senior Secondary	Chemistry 12	12	23	21	91
2006/2007	SCHOOL LEVEL	BC Public School	072	Campbell River	07272010	Carihi Secondary	Chemistry 12	12	32	31	97
2006/2007	SCHOOL LEVEL	BC Public School	072	Campbell River	07272012	Timberline Secondary School	Chemistry 12	12	44	37	84
2006/2007	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324012	South Kamloops Secondary	Chemistry 12	12	95	90	95
2006/2007	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324035	Chase Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324043	Brocklehurst Secondary	Chemistry 12	12	10	10	100
2006/2007	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324044	Nor Kam Secondary	Chemistry 12	12	10	10	100
2006/2007	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324045	Valleyview Secondary	Chemistry 12	12	21	21	100
2006/2007	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324048	Barriere Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324055	Westsyde Secondary	Chemistry 12	12	12	10	83
2006/2007	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324057	Sa-hali Secondary	Chemistry 12	12	29	26	90
2006/2007	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324070	Logan Lake Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07326005	Clearwater Secondary School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	074	Gold Trail	07429015	Lillooet Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	074	Gold Trail	07430015	David Stoddart Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	074	Gold Trail	07430016	Ashcroft Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	074	Gold Trail	07499134	Gold Trail Distributed Learning Program	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	075	Mission	07575014	Mission Secondary	Chemistry 12	12	19	19	100
2006/2007	SCHOOL LEVEL	BC Public School	075	Mission	07575022	Hatzic Secondary School	Chemistry 12	12	11	10	91
2006/2007	SCHOOL LEVEL	BC Public School	075	Mission	07575033	Heritage Park Secondary	Chemistry 12	12	10	7	70
2006/2007	SCHOOL LEVEL	BC Public School	078	Fraser-Cascade	07832003	Hope Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	078	Fraser-Cascade	07876003	Agassiz Elem-Secondary	Chemistry 12	12	10	9	90
2006/2007	SCHOOL LEVEL	BC Public School	079	Cowichan Valley	07965009	Cowichan Secondary	Chemistry 12	12	49	44	90
2006/2007	SCHOOL LEVEL	BC Public School	079	Cowichan Valley	07965033	Chemainus Secondary	Chemistry 12	12	11	9	82
2006/2007	SCHOOL LEVEL	BC Public School	079	Cowichan Valley	07965039	Frances Kelsey Secondary	Chemistry 12	12	28	26	93
2006/2007	SCHOOL LEVEL	BC Public School	082	Coast Mountains	08280002	Mount Elizabeth Secondary	Chemistry 12	12	26	24	92
2006/2007	SCHOOL LEVEL	BC Public School	082	Coast Mountains	08288006	Hazelton Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	082	Coast Mountains	08288024	Caledonia Sr Secondary	Chemistry 12	12	43	37	86
2006/2007	SCHOOL LEVEL	BC Public School	082	Coast Mountains	08298009	North Coast Distance Education	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	083	North Okanagan-Shuswap	08321004	Pleasant Valley Secondary	Chemistry 12	12	18	13	72
2006/2007	SCHOOL LEVEL	BC Public School	083	North Okanagan-Shuswap	08383035	Salmon Arm Secondary	Chemistry 12	12	42	37	88
2006/2007	SCHOOL LEVEL	BC Public School	083	North Okanagan-Shuswap	08389002	A L Fortune Secondary	Chemistry 12	12	12	7	58
2006/2007	SCHOOL LEVEL	BC Public School	083	North Okanagan-Shuswap	08389010	Eagle River Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	084	Vancouver Island West	08484012	Gold River Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	084	Vancouver Island West	08484022	Captain Meares Elem-Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	085	Vancouver Island North	08585018	North Island Secondary	Chemistry 12	12	10	8	80
2006/2007	SCHOOL LEVEL	BC Public School	085	Vancouver Island North	08585026	Port Hardy Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	091	Nechako Lakes	09156002	Fraser Lake Elem-Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	091	Nechako Lakes	09156007	Fort St James Secondary	Chemistry 12	12	13	11	85
2006/2007	SCHOOL LEVEL	BC Public School	091	Nechako Lakes	09156008	Nechako Valley Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	091	Nechako Lakes	09191023	Lakes District Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09339006	Kitsilano Secondary (Francophone Prog)	Chemistry 12	12	15	13	87
2006/2007	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09343092	Ecole des Pionniers	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09346017	Chatelech Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09357012	Duchess Park Secondary	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09361060	l'ecole Victor Brodeur	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09377002	Ecole Secondaire de Summerland	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09393002	Gabrielle-Roy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			00896749	CHEK-ABC	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			02296261	Vernon Christian School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			02396013	Immaculata Regional High School	Chemistry 12	12	23	22	96
2006/2007	SCHOOL LEVEL	BC Independent School			02396023	Okanagan Adventist Academy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			02396281	Kelowna Christian School	Chemistry 12	12	20	17	85
2006/2007	SCHOOL LEVEL	BC Independent School			02396676	Vedanta Educational Academy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			02396738	Heritage Christian Online School (DL)	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			02796177	Cariboo Adventist Academy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03396209	Timothy Christian School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03396251	Highroad Academy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03496020	Mennonite Educational Institute	Chemistry 12	12	48	45	94
2006/2007	SCHOOL LEVEL	BC Independent School			03496069	Abbotsford Christian School	Chemistry 12	12	20	18	90
2006/2007	SCHOOL LEVEL	BC Independent School			03496595	St John Brebeuf	Chemistry 12	12	16	15	94
2006/2007	SCHOOL LEVEL	BC Independent School			03596061	Fraser Valley Adventist Academy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03596289	Credo Christian Schools	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03596311	Langley Christian	Chemistry 12	12	16	15	94
2006/2007	SCHOOL LEVEL	BC Independent School			03596573	Aldergrove Christian Academy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03696015	Fraser Valley Christian High	Chemistry 12	12	34	32	94
2006/2007	SCHOOL LEVEL	BC Independent School			03696048	Relevant High	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03696166	Holy Cross Regional High School	Chemistry 12	12	26	25	96
2006/2007	SCHOOL LEVEL	BC Independent School			03696309	White Rock Christian Academy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03696394	Pacific Academy	Chemistry 12	12	40	35	88
2006/2007	SCHOOL LEVEL	BC Independent School			03696476	Regent Christian Academy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03696484	Heritage Christian School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03696669	Southridge Senior Secondary	Chemistry 12	12	44	39	89
2006/2007	SCHOOL LEVEL	BC Independent School			03696720	Traditional Learning Academy Online	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03796694	Southpointe Academy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03896178	Richmond Christian School	Chemistry 12	12	12	12	100
2006/2007	SCHOOL LEVEL	BC Independent School			03996002	St George's School	Chemistry 12	12	54	53	98
2006/2007	SCHOOL LEVEL	BC Independent School			03996004	Crofton House	Chemistry 12	12	29	29	100
2006/2007	SCHOOL LEVEL	BC Independent School			03996007	Vancouver College	Chemistry 12	12	56	52	93
2006/2007	SCHOOL LEVEL	BC Independent School			03996011	York House School	Chemistry 12	12	21	21	100
2006/2007	SCHOOL LEVEL	BC Independent School			03996019	Little Flower Academy	Chemistry 12	12	29	29	100
2006/2007	SCHOOL LEVEL	BC Independent School			03996022	Notre Dame Regional Secondary	Chemistry 12	12	36	35	97
2006/2007	SCHOOL LEVEL	BC Independent School			03996030	St Patrick Regional Secondary	Chemistry 12	12	16	12	75
2006/2007	SCHOOL LEVEL	BC Independent School			03996319	Columbia College	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03996332	Fraser Academy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03996435	St John's School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03996451	King David High School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03996497	Canadian Gateway Academy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03996527	St John's International	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03996538	Royal Canadian College	Chemistry 12	12	13	12	92
2006/2007	SCHOOL LEVEL	BC Independent School			03996645	West Point Grey Academy	Chemistry 12	12	13	12	92
2006/2007	SCHOOL LEVEL	BC Independent School			03996659	Century High School	Chemistry 12	12	33	23	70
2006/2007	SCHOOL LEVEL	BC Independent School			03996733	Pattison High School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			03996805	Pacific Torah Institute International	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			04196031	St Thomas More Collegiate	Chemistry 12	12	20	20	100
2006/2007	SCHOOL LEVEL	BC Independent School			04196766	Carver Christian High School	Chemistry 12	12	10	9	90
2006/2007	SCHOOL LEVEL	BC Independent School			04296099	Maple Ridge Christian School	Chemistry 12	12	13	10	77
2006/2007	SCHOOL LEVEL	BC Independent School			04296673	Meadowridge Secondary	Chemistry 12	12	20	20	100
2006/2007	SCHOOL LEVEL	BC Independent School			04396349	Coquitlam College	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			04396579	British Columbia Christian Academy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			04396588	Traditional Learning Academy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			04396629	Archbishop Carney Secondary	Chemistry 12	12	37	32	86
2006/2007	SCHOOL LEVEL	BC Independent School			04496062	St Thomas Aquinas	Chemistry 12	12	38	37	97
2006/2007	SCHOOL LEVEL	BC Independent School			04496551	Bodwell High School	Chemistry 12	12	20	15	75
2006/2007	SCHOOL LEVEL	BC Independent School			04596367	Collingwood School	Chemistry 12	12	34	29	85
2006/2007	SCHOOL LEVEL	BC Independent School			04596701	Mulgrave School	Chemistry 12	12	16	13	81
2006/2007	SCHOOL LEVEL	BC Independent School			05496091	Houston Christian School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			06196008	St Michaels University School - Senior	Chemistry 12	12	59	53	90
2006/2007	SCHOOL LEVEL	BC Independent School			06196010	St Margaret's	Chemistry 12	12	21	20	95
2006/2007	SCHOOL LEVEL	BC Independent School			06196021	Glenlyon Norfolk School	Chemistry 12	12	19	18	95
2006/2007	SCHOOL LEVEL	BC Independent School			06196084	Pacific Christian School	Chemistry 12	12	11	11	100
2006/2007	SCHOOL LEVEL	BC Independent School			06196341	St Andrew's Regional High	Chemistry 12	12	15	14	93
2006/2007	SCHOOL LEVEL	BC Independent School			06896256	Nanaimo Christian School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			06896650	Malaspina International High School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			07296335	Campbell River Christian School	Chemistry 12	12	11	8	73
2006/2007	SCHOOL LEVEL	BC Independent School			07396194	St Ann's Academy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			07396280	Kamloops Christian School	Chemistry 12	12	10	9	90
2006/2007	SCHOOL LEVEL	BC Independent School			07996005	Brentwood College	Chemistry 12	12	38	38	100
2006/2007	SCHOOL LEVEL	BC Independent School			07996006	Shawnigan Lake	Chemistry 12	12	40	40	100
2006/2007	SCHOOL LEVEL	BC Independent School			07996017	Queen Margaret's	Chemistry 12	12	11	10	91
2006/2007	SCHOOL LEVEL	BC Independent School			07996086	Duncan Christian School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			07996421	Maxwell International School	Chemistry 12	12	12	10	83
2006/2007	SCHOOL LEVEL	BC Independent School			07996711	Lakeside Preparatory Academy	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			08396240	King's Christian School	Chemistry 12	12	Msk	Msk	Msk
2006/2007	SCHOOL LEVEL	BC Independent School			08396713	Anchor Academy (DL)	Chemistry 12	12	Msk	Msk	Msk
2007/2008	PROVINCE LEVEL	PROVINCE - Total					Chemistry 12	12	9487	8695	92
2007/2008	PROVINCE LEVEL	BC Public School					Chemistry 12	12	8482	7771	92
2007/2008	PROVINCE LEVEL	BC Independent School					Chemistry 12	12	1005	924	92
2007/2008	DISTRICT LEVEL	BC Public School	005	Southeast Kootenay			Chemistry 12	12	85	70	82
2007/2008	DISTRICT LEVEL	BC Public School	006	Rocky Mountain			Chemistry 12	12	47	42	89
2007/2008	DISTRICT LEVEL	BC Public School	008	Kootenay Lake			Chemistry 12	12	48	43	90
2007/2008	DISTRICT LEVEL	BC Public School	010	Arrow Lakes			Chemistry 12	12	24	18	75
2007/2008	DISTRICT LEVEL	BC Public School	019	Revelstoke			Chemistry 12	12	19	15	79
2007/2008	DISTRICT LEVEL	BC Public School	020	Kootenay-Columbia			Chemistry 12	12	84	78	93
2007/2008	DISTRICT LEVEL	BC Public School	022	Vernon			Chemistry 12	12	107	98	92
2007/2008	DISTRICT LEVEL	BC Public School	023	Central Okanagan			Chemistry 12	12	286	271	95
2007/2008	DISTRICT LEVEL	BC Public School	027	Cariboo-Chilcotin			Chemistry 12	12	59	48	81
2007/2008	DISTRICT LEVEL	BC Public School	028	Quesnel			Chemistry 12	12	53	46	87
2007/2008	DISTRICT LEVEL	BC Public School	033	Chilliwack			Chemistry 12	12	102	99	97
2007/2008	DISTRICT LEVEL	BC Public School	034	Abbotsford			Chemistry 12	12	254	249	98
2007/2008	DISTRICT LEVEL	BC Public School	035	Langley			Chemistry 12	12	257	244	95
2007/2008	DISTRICT LEVEL	BC Public School	036	Surrey			Chemistry 12	12	1065	974	91
2007/2008	DISTRICT LEVEL	BC Public School	037	Delta			Chemistry 12	12	213	192	90
2007/2008	DISTRICT LEVEL	BC Public School	038	Richmond			Chemistry 12	12	631	579	92
2007/2008	DISTRICT LEVEL	BC Public School	039	Vancouver			Chemistry 12	12	1353	1246	92
2007/2008	DISTRICT LEVEL	BC Public School	040	New Westminster			Chemistry 12	12	137	129	94
2007/2008	DISTRICT LEVEL	BC Public School	041	Burnaby			Chemistry 12	12	726	658	91
2007/2008	DISTRICT LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows			Chemistry 12	12	124	113	91
2007/2008	DISTRICT LEVEL	BC Public School	043	Coquitlam			Chemistry 12	12	652	607	93
2007/2008	DISTRICT LEVEL	BC Public School	044	North Vancouver			Chemistry 12	12	298	268	90
2007/2008	DISTRICT LEVEL	BC Public School	045	West Vancouver			Chemistry 12	12	150	142	95
2007/2008	DISTRICT LEVEL	BC Public School	046	Sunshine Coast			Chemistry 12	12	22	21	95
2007/2008	DISTRICT LEVEL	BC Public School	047	Powell River			Chemistry 12	12	33	31	94
2007/2008	DISTRICT LEVEL	BC Public School	048	Sea to Sky			Chemistry 12	12	47	37	79
2007/2008	DISTRICT LEVEL	BC Public School	049	Central Coast			Chemistry 12	12	Msk	Msk	Msk
2007/2008	DISTRICT LEVEL	BC Public School	050	Haida Gwaii			Chemistry 12	12	Msk	Msk	Msk
2007/2008	DISTRICT LEVEL	BC Public School	051	Boundary			Chemistry 12	12	23	23	100
2007/2008	DISTRICT LEVEL	BC Public School	052	Prince Rupert			Chemistry 12	12	37	20	54
2007/2008	DISTRICT LEVEL	BC Public School	053	Okanagan Similkameen			Chemistry 12	12	39	30	77
2007/2008	DISTRICT LEVEL	BC Public School	054	Bulkley Valley			Chemistry 12	12	26	22	85
2007/2008	DISTRICT LEVEL	BC Public School	057	Prince George			Chemistry 12	12	151	122	81
2007/2008	DISTRICT LEVEL	BC Public School	058	Nicola-Similkameen			Chemistry 12	12	13	13	100
2007/2008	DISTRICT LEVEL	BC Public School	059	Peace River South			Chemistry 12	12	52	43	83
2007/2008	DISTRICT LEVEL	BC Public School	060	Peace River North			Chemistry 12	12	42	39	93
2007/2008	DISTRICT LEVEL	BC Public School	061	Greater Victoria			Chemistry 12	12	282	268	95
2007/2008	DISTRICT LEVEL	BC Public School	062	Sooke			Chemistry 12	12	46	44	96
2007/2008	DISTRICT LEVEL	BC Public School	063	Saanich			Chemistry 12	12	131	125	95
2007/2008	DISTRICT LEVEL	BC Public School	064	Gulf Islands			Chemistry 12	12	13	12	92
2007/2008	DISTRICT LEVEL	BC Public School	067	Okanagan Skaha			Chemistry 12	12	126	113	90
2007/2008	DISTRICT LEVEL	BC Public School	068	Nanaimo-Ladysmith			Chemistry 12	12	125	118	94
2007/2008	DISTRICT LEVEL	BC Public School	069	Qualicum			Chemistry 12	12	33	28	85
2007/2008	DISTRICT LEVEL	BC Public School	070	Alberni			Chemistry 12	12	20	19	95
2007/2008	DISTRICT LEVEL	BC Public School	071	Comox Valley			Chemistry 12	12	98	93	95
2007/2008	DISTRICT LEVEL	BC Public School	072	Campbell River			Chemistry 12	12	46	45	98
2007/2008	DISTRICT LEVEL	BC Public School	073	Kamloops/Thompson			Chemistry 12	12	52	50	96
